title,production_companies,revenue
Towelhead,"['this is that productions', 'your face goes here entertainment']",367638.0
No Regrets for Our Youth,['toho company'],0.0
"It's the Great Pumpkin, Charlie Brown",['warner bros. home video'],0.0
Lost Islands,['united king films'],0.0
Borderline,"['universal pictures', 'borderline productions corp.']",0.0
Katyn,"['akson studio', 'tvp s.a.', 'polski instytut sztuki filmowej']",14723313.0
Pan Tadeusz,"['canal plus', 'canal+polska', 'apollo film']",0.0
Journey to the Center of the Earth,"['new line cinema', 'walden media']",101702060.0
Meet Dave,"['twentieth century fox film corporation', 'dune entertainment', 'regency enterprises', 'guy walks into a bar productions', 'deep river productions', 'friendly films (ii)']",50650079.0
The Machine Girl,['fever dreams'],0.0
August,['original media'],0.0
Death Defying Acts,['bbc films'],8380329.0
Water Lilies,"['canal+', 'balthazar productions', 'rã©gion ile-de-france', 'centre national de la cinã©matographie (cnc)', 'arte / cofinova 3']",0.0
Shrooms,"['nordisk film', 'ingenious film partners', 'capitol films', 'potboiler productions ltd.', 'bã³rd scannã¡n na hã‰ireann', 'northern ireland film and television commission', 'nepenthe productions', 'irish film board', 'treasure entertainment']",4910682.0
Manslaughter,['zentropa entertainments'],0.0
The Bench,['zentropa entertainments'],0.0
Breath,['kim ki-duk film'],0.0
Just Another Love Story,['thura film'],0.0
The Substitute,['thura film'],0.0
Next Door,"['columbia tristar nordisk film distributors a/s', 'tla releasing']",0.0
Chinese Roulette,"['les films du losange', 'albatros filmproduktion', 'multicine']",0.0
Heartbeat Detector,,0.0
Flakes,,0.0
Death Note,['warner bros.'],27793200.0
A Majority of One,['warner bros.'],0.0
Moving McAllister,"['revel entertainment', 'camera 40 productions']",0.0
The Tall T,['columbia pictures'],0.0
Music Within,"['quorum entertainment', 'articulus entertainment']",153205.0
Transsiberian,"['lietuvos kinostudija', 'scout productions', 'telecinco cinema', 'castelao producciones', 'canal+ espaã±a', 'future films', 'filmax international', 'filmax group', 'universum film (ufa)']",5926410.0
Space Chimps,"['starz media', 'starz animation', 'odyssey entertainment', 'studiopolis', 'vanguard animation']",63800345.0
The Last Mistress,"['cb films', 'studiocanal', 'burskin film', 'canal+', 'tps star', 'flach film', 'rã©gion ile-de-france', 'france 3 cinema', 'centre national de la cinã©matographie (cnc)']",0.0
Jimmy Carter Man from Plains,,108282.0
Stargate: Continuum,"['metro-goldwyn-mayer (mgm)', 'acme shark', 'kawoosh! productions dtv ii', 'mgm global holdings']",0.0
Watchmen,"['paramount pictures', 'dc comics', 'lawrence gordon productions', 'legendary pictures', 'warner bros.', 'cruel and unusual films']",185258983.0
Bravo Two Zero,,0.0
Conspiracy,['hollywood media bridge'],0.0
War Games: The Dead Code,['metro-goldwyn-mayer (mgm)'],0.0
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,,0.0
Steal a Pencil for Me,,0.0
Shotgun Stories,"['upload films', 'muskat filmed properties', 'a lucky old sun production']",0.0
Watching the Detectives,,0.0
Mr. Untouchable,,0.0
Blast of Silence,['magla productions'],0.0
Felon,"['pantry films', 'stage 6 films', 'tooley productions']",0.0
Step Brothers,"['columbia pictures', 'mosaic media group', 'gary sanchez productions', 'relativity media', 'apatow productions']",128107642.0
Brideshead Revisited,"['bbc films', 'ecosse films', 'hanway films', 'uk film council', '2 entertain', 'zak productions', 'brideshead films', 'mestiere cinema']",13204291.0
The X Files: I Want to Believe,"['twentieth century fox film corporation', 'ten thirteen productions', 'dune entertainment iii', 'crying box productions']",68369434.0
American Teen,,0.0
Man on Wire,"['uk film council', 'red box films', 'discovery films', 'bbc storyville', 'wall to wall']",2957978.0
CSNY/DÃ©jÃ  Vu,,0.0
The Little Drummer Boy,['rankin/bass productions'],0.0
The Little Mermaid II: Return to the Sea,"['walt disney pictures', 'walt disney animation australia', 'walt disney animation canada', 'walt disney television animation']",0.0
The Colour of Magic,"['the mob film company', 'rhi entertainment']",0.0
Hogfather,['the mob'],0.0
Mulberry Street,,0.0
Lost in Beijing,"['laurel films', 'new yorker films']",0.0
Pathology,"['lakeshore entertainment', 'metro-goldwyn-mayer (mgm)', 'camelot pictures']",0.0
Love & Pop,,0.0
The Tracey Fragments,"['tã©lã©film canada', 'shadow shows', 'corvid pictures']",31576.0
The Family Game,"['art theatre guild', 'new century producers', 'nikkatsu studio']",0.0
The Zone,"['morena films', 'fondo de inversiã³n y estã\xadmulos al cine (fidecine)', 'buenaventura producciones']",0.0
Blindsight,,0.0
The Edge of Love,"['bbc films', 'capitol films', 'prescience film fund']",0.0
The Godless Girl,['c.b. demille productions'],0.0
Heart of a Dog,['lenfilm'],0.0
Bonneville,"['senart films', 'drop of water productions']",0.0
Frozen City,['solar films inc.'],0.0
The Mummy: Tomb of the Dragon Emperor,"['universal pictures', 'china film co-production corporation', 'relativity media', 'alphaville films', 'sommers company, the']",401128639.0
Swing Vote,['touchstone pictures'],17600000.0
The Midnight Meat Train,"['lions gate films', 'lakeshore entertainment', 'greenestreet films', 'midnight picture show']",3533227.0
Frozen River,"['cohen media group', 'harwood hunt productions']",0.0
Sixty Six,['wt2 productions'],0.0
Bottle Shock,"['zininsa film production', 'intellectual properties worldwide']",4040588.0
Vicky Cristina Barcelona,"['the weinstein company', 'gravier productions', 'antena 3 films', 'televisiã³ de catalunya (tv3)', 'antena 3 televisiã³n', 'mediapro']",96408652.0
Batman: Gotham Knight,"['dc comics', 'warner bros. animation', 'madhouse', 'bee train']",0.0
Fist of the North Star,"['shueisha', 'toei doga']",18000000.0
Eve and the Fire Horse,['golden horse productions'],0.0
The End of Summer,"['toho company', 'takarazaka productions']",0.0
A Moment to Remember,['cj entertainment'],0.0
Year of the Gun,"['j&m entertainment', 'shomedia']",0.0
In Paris,"['canal plus', 'clap filmes']",0.0
The Walker,"['ingenious film partners', 'kintop pictures', 'isle of man film', 'the walk', 'paul schrader productions']",0.0
Gigantics,['x-filme creative pool'],0.0
Peppermint Candy,['east asia film company'],0.0
Pineapple Express,"['columbia pictures', 'apatow productions']",101624843.0
Red Cliff,"['metropolitan filmexport', 'lion rock productions', 'showbox']",127814609.0
The World's Greatest Lover,"['twentieth century fox film corporation', 'jouer limited']",0.0
WÎ”Z,"['ingenious film partners', 'uk film council', 'northern ireland film and television commission', 'vertigo films']",0.0
Silent Light,"['mantarraya producciones', 'no dream cinema', 'motel films']",0.0
The Take,,0.0
Expired,,0.0
The Sisterhood of the Traveling Pants 2,,44352417.0
Hell Ride,['dimension films'],194287.0
Elegy,['lakeshore entertainment'],14894347.0
The Good Humor Man,['showtime'],0.0
Bomb It,,0.0
Still Life,['gafer producciones'],0.0
Bathory: Countess of Blood,"['lunar films', ""fonds eurimages du conseil de l'europe"", 'eurofilm stãºdiã³', 'stã¡tnã\xad fond cr pro podporu a rozvoj ceskã© kinematografie', 'jakubisko film slovakia', 'j&j jakubisko film', 'concorde film trust', 'ministry of culture of the slovak republic']",0.0
Quid Pro Quo,"['hdnet films', 'sanford%2fpillsbury productions']",0.0
Black Caesar,"['american international pictures (aip)', 'larco productions']",0.0
High School Musical 2,['disney channel'],7000000.0
Tropic Thunder,"['dreamworks skg', 'goldcrest pictures', 'red hour films', 'internationale filmproduktion stella-del-sud second']",188072649.0
The Objective,"['gearhead pictures', 'jaz films', 'kasbah-film tanger']",0.0
Star Wars: The Clone Wars,['lucasfilm'],68282844.0
Henry Poole Is Here,"['lakeshore entertainment', 'camelot pictures', 'overture films']",1829917.0
In the City of Sylvia,"['eddie saeta', 'chã¢teau-rouge production']",0.0
Mutant Chronicles,"['isle of man film', 'edward r. pressman film', 'paradox entertainment', 'first foot films']",2033165.0
13 Beloved,['sahamongkol film international'],0.0
Waltz with Bashir,"[""les films d'ici"", 'bridgit folman film gang', 'razor film produktion']",11125849.0
Let the Right One In,['efti'],10785801.0
Hamlet 2,,0.0
Death Race,"['universal pictures', 'cruise/wagner productions', 'impact pictures', 'relativity media', 'scion films', 'h2s2 filmproduktionsgesellschaft']",73762516.0
The House Bunny,"['columbia pictures', 'happy madison productions', 'relativity media', 'alta loma entertainment']",70442940.0
The Longshots,['cube vision'],0.0
The Rocker,['fox atomic'],8762890.0
I.O.U.S.A.,,0.0
Mirrors,"['regency enterprises', 'castel film romania', 'asaf', 'new regency pictures', 'luna pictures']",72436439.0
A Girl Cut in Two,['integral film'],0.0
Fly Me to the Moon,"['ufilm', 'nwave pictures', 'illuminata pictures']",0.0
Trumbo,,0.0
Variety Lights,['capitolium'],0.0
Path to War,,0.0
Sukiyaki Western Django,"['sony music entertainment japan', 'dentsu inc.']",2725258.0
American Zombie,['lee lee films'],0.0
Noise,"['fuller films', 'seven arts pictures']",0.0
Return to House on Haunted Hill,"['dark castle entertainment', 'warner premiere']",0.0
Feed,['tla releasing'],0.0
Somers Town,['big arty productions'],0.0
Burn After Reading,"['mike zoss productions', 'studio canal', 'relativity media', 'focus features', 'working title films']",163720069.0
Disaster Movie,"['grosvenor park media ltd.', 'lionsgate', '3 in the box']",14109284.0
Babylon A.D.,"['studiocanal', 'm6 films', 'canal+', 'cinã©cinã©ma', 'babylon', 'babylon films limited', 'm6', 'mnp entreprise']",72108608.0
Traitor,"['hyde park films', 'crescendo productions', 'mandeville films', 'overture films']",23530831.0
College,['metro-goldwyn-mayer (mgm)'],6230276.0
Trouble the Water,,0.0
The Women,['new line cinema'],50007546.0
The Woman in Black,"['central films limited', 'granada television', 'capglobe']",0.0
The Onion Movie,['the onion'],0.0
Sergeant Rutledge,"['warner bros.', 'john ford productions']",0.0
The Mother of Tears,"['myriad pictures', 'opera film produzione', 'medusa film', 'sky cinema', 'film commission torino-piemonte']",54947.0
The Spirit,"['dc comics', 'lionsgate', 'odd lot entertainment', 'media magik entertainment', 'dark lot entertainment', 'continental entertainment group (ceg)']",39031337.0
John Adams,,0.0
Tobacco Road,['twentieth century fox film corporation'],0.0
Oh! What a Lovely War,"['paramount pictures', 'accord productions']",0.0
The Burning Plain,"['2929 productions', 'costa films', 'parkes+macdonald image nation']",0.0
The Seventh Cross,['metro-goldwyn-mayer (mgm)'],0.0
Bangkok Dangerous,"['virtual studios', 'initial entertainment group', 'saturn films', 'international production company', 'blue star pictures', 'living films', 'bangkok dangerous']",42487390.0
Everybody Wants to Be Italian,['asgaard entertainment'],0.0
The Boys in Company C,"['columbia pictures', 'golden harvest company', 'good times films s.a.']",0.0
A Secret,,0.0
August Evening,,0.0
Flash Point,['mandarin films distribution co.'],0.0
The Fifth Commandment,,0.0
The Subtenant,"['porkkana ryhmã¤', 'solar films inc.']",0.0
The Jammed,,0.0
Pu-239,"['hbo films', 'beacon pictures', 'plutonium production limited']",0.0
Sunflower,['china film group corporation (cfgc)'],0.0
Son of Lassie,['metro-goldwyn-mayer (mgm)'],0.0
Flu Bird Horror,"['nu image films', 'castel film romania', 'active entertainment', 'the sci-fi channel', 'wilfried ackermann filmproduktion']",0.0
Dark Blue Almost Black,['tesela producciones cinematogrã¡ficas'],0.0
The Foot Fist Way,['gary sanchez productions'],245000.0
Altered,"['rogue pictures', 'haxan entertainment']",0.0
Thieves,['estudios picasso'],0.0
Righteous Kill,"['grosvenor park media ltd.', 'inventure entertainment', 'millennium films', 'emmett/furla films', 'nu-image films']",73174566.0
Lakeview Terrace,"['screen gems', 'overbrook entertainment']",27640028.0
To Rob a Thief,['narrow bridge films'],6.0
Shadows in Paradise,['villealfa filmproduction oy'],0.0
Ghost Town,"['dreamworks skg', 'spyglass entertainment', 'pariah']",0.0
Maradona by Kusturica,"['wild bunch', 'telecinco cinema', 'pentagrama films']",0.0
Accused,"['nordisk film', 'tv2 danmark']",0.0
Import/Export,['pronto film'],0.0
The Crow IV: Wicked Prayer,"['jeff most productions', 'edward r. pressman film', 'dimension films', 'fubu films']",0.0
In Bed,"['ceneca producciones', 'black forest films']",0.0
Jam,,0.0
"Africa, Goodbye",,0.0
Private Parts,"['metro-goldwyn-mayer (mgm)', 'penelope productions inc.']",0.0
Freebie and the Bean,['warner bros.'],0.0
Sawdust and Tinsel,['sandrews'],0.0
Humboldt County,,0.0
100 Feet,"['blue rider pictures', '100 feet productions', 'laurinfilm', 'new deal studios', 'film visions funding', 'grand illusions entertainment']",0.0
Boot Camp,"['cd films', 'edgey productions']",0.0
On the Beach,,0.0
An Autumn Afternoon,['shochiku company'],0.0
Moonbase,['live entertainment'],0.0
Appaloosa,"['new line cinema', 'groundswell productions', 'axon films']",20211394.0
Miracle at St. Anna,"['rai cinema', '40 acres & a mule filmworks', 'touchstone pictures', 'on my own']",9323833.0
So Normal,"['lumiã¨re', 'globo filmes']",0.0
The Steamroller and the Violin,"[""mosfilm children's film unit""]",0.0
Dead Fury,,0.0
Tears of April,"['mogador film', 'helsinki filmi oy']",0.0
Zuzu Angel,"['warner bros.', 'lereby productions', 'globo filmes', 'toscana audiovisual']",0.0
1984,"['columbia pictures corporation', 'holiday film productions ltd.']",0.0
"Home Among Strangers, a Stranger Among His Own",['mosfilm'],0.0
Dead Man's Letters,['lenfilm'],0.0
Eagle Eye,"['dreamworks skg', 'k/o paper products', 'goldcrest pictures', 'kmp film invest']",178066569.0
How to Lose Friends & Alienate People,"['uk film council', 'intandem films', 'aramid entertainment fund', 'film4', 'lipsync productions', 'number 9 films']",17286299.0
Six Shooter,,0.0
Nights in Rodanthe,"['village roadshow pictures', 'dinovi pictures', 'warner bros.']",84375061.0
Look Back in Anger,"['woodfall film productions', 'associated british-pathã©', 'orion']",0.0
Nick and Norah's Infinite Playlist,"['columbia pictures', 'mandate pictures', 'depth of field', 'screen gems']",32973937.0
The Secrets,"['metro communications', 'tu vas voir productions', 'artomas communications']",0.0
Marjoe,"['cinema x', 'mauser productions']",0.0
Martyrs,"['eskwad', 'wild bunch', 'tcb films', 'canal+', 'cinã©cinã©ma', 'canal horizons']",0.0
Supermarket Woman,['toho company'],0.0
Sound of the Mountain,['toho company'],0.0
"Sexo, Amor e TraiÃ§Ã£o",['total entertainment'],0.0
Red,"['billy goat pictures', 'tenk']",0.0
Part of the Weekend Never Dies,,0.0
The Music Room,"['the criterion collection', 'arora']",0.0
Gomorrah,"['fandango', 'rai cinema', 'the criterion collection']",0.0
The Funeral,"['new century producers', 'itami productions']",0.0
The Accidental Husband,"['team todd', 'blumhouse productions', 'yari film group (yfg)']",22707064.0
KM 31: Kilometer 31,['lemon films'],0.0
The Duchess,"['bim distribuzione', 'bbc films', 'paramount vantage', 'qwerty films', 'pathã©', 'magnolia mae films']",0.0
Alone in the Dark 2,['hjb filmproduktion'],0.0
"The Tulse Luper Suitcases, Part 1: The Moab Story",,25800.0
Dead Leaves,"['production i.g', 'manga films']",0.0
