belongs_to_collection,title,revenue
usa: land of opportunities collection,Manderlay,674918.0
the adventures of antoine doinel,Love on the Run,0.0
jarhead collection,Jarhead,96889998.0
dracula (hammer series),The Brides of Dracula,0.0
wolf creek collection,Wolf Creek,27762648.0
the descent collection,The Descent,0.0
harry potter collection,Harry Potter and the Goblet of Fire,895921036.0
the wild geese collection,The Wild Geese,0.0
frankenstein (hammer series),The Evil of Frankenstein,0.0
the chronicles of narnia collection,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",748806957.0
havoc collection,Havoc,0.0
ivan the terrible collection,"Ivan the Terrible, Part II: The Boyars' Plot",0.0
johan falk collection,Executive Protection,0.0
the matt helm collection,The Ambushers,0.0
cheaper by the dozen collection,Cheaper by the Dozen 2,129181830.0
the dentist collection,The Dentist,0.0
yamakasi - collection,Yamakasi,0.0
the love comes softly collection,Love's Enduring Promise,0.0
the vengeance collection,Sympathy for Lady Vengeance,23803308.0
district 13 collection,District B13,9584131.0
bloodrayne collection,BloodRayne,2405420.0
hostel collection,Hostel,80578934.0
hoodwinked! collection,Hoodwinked!,51053787.0
underworld collection,Underworld: Evolution,111340801.0
casper collection,Casper Meets Wendy,0.0
project a collection,Project A,0.0
vabank (collection),Vinci,0.0
quatermass (hammer series),The Creeping Unknown,0.0
hellraiser collection,Hellraiser: Hellseeker,0.0
gamera films,Gamera vs. Gyaos,0.0
8mm collection,8MM 2,0.0
elements trilogy,Water,10422387.0
uuno turhapuro,Uuno Turhapuro armeijan leivissÃ¤,0.0
french fried vacation,French Fried Vacation,0.0
big momma's house collection,Big Momma's House 2,138259062.0
nanny mcphee collection,Nanny McPhee,122489822.0
the comedians of comedy collection,The Comedians of Comedy,0.0
final destination collection,Final Destination 3,117719158.0
the pink panther (steve martin) collection,The Pink Panther,0.0
troll collection,Troll,5450815.0
curious george collection,Curious George,69834815.0
when a stranger calls collection,When a Stranger Calls,66966987.0
pulse collection,Pulse,29907685.0
election collection,Election,0.0
ultimate avengers collection,Ultimate Avengers,6700000.0
ice age collection,Ice Age: The Meltdown,660940780.0
the prince & me collection,The Prince & Me 2: The Royal Wedding,0.0
leprechaun collection (original series),Leprechaun 2,2260622.0
leprechaun collection (original series),Leprechaun 3,0.0
leprechaun collection (original series),Leprechaun 4: In Space,0.0
leprechaun collection (original series),Leprechaun in the Hood,0.0
aki kaurismã¤ki's finland trilogy,Lights in the Dusk,1615018.0
the hills have eyes (reboot) collection,The Hills Have Eyes,69623713.0
the pink panther (original) collection,Inspector Clouseau,0.0
the pink panther (original) collection,Son of the Pink Panther,2438031.0
urban legend,Urban Legends: Bloody Mary,0.0
basic instinct collection,Basic Instinct 2,38629478.0
scary movie collection,Scary Movie 4,178262620.0
silent hill collection,Silent Hill,97607453.0
the protector collection,The Protector,27165581.0
mission: impossible collection,Mission: Impossible III,397850012.0
die nibelungen collection,Die Nibelungen: Siegfried,0.0
die nibelungen collection,Die Nibelungen: Kriemhild's Revenge,0.0
samurai trilogy,The Hidden Blade,0.0
robert langdon collection,The Da Vinci Code,767820459.0
x-men collection,X-Men: The Last Stand,459359555.0
cars collection,Cars,461983149.0
pirates of the caribbean collection,Pirates of the Caribbean: Dead Man's Chest,1065659812.0
clerks collection,Clerks II,26888376.0
see no evil collection,See No Evil,0.0
hollow man collection,Hollow Man II,0.0
high school musical collection,High School Musical,0.0
jack frost collection,Jack Frost 2: Revenge of the Mutant Killer Snowman,0.0
the fast and the furious collection,The Fast and the Furious: Tokyo Drift,158468292.0
garfield collection,Garfield: A Tail of Two Kitties,141702264.0
the sheriff and the satellite kid collection,The Sheriff and the Satellite Kid,0.0
superman collection,Superman Returns,391081192.0
the pink panther (original) collection,Curse of the Pink Panther,4491986.0
mimic collection,Mimic: Sentinel,0.0
krrish collection,Krrish,0.0
whispering corridors collection,Whispering Corridors 2: Memento Mori,0.0
night at the museum collection,Night at the Museum,574480841.0
crank collection,Crank,42931041.0
step up collection,Step Up,114194847.0
bon cop bad cop collection,Bon Cop Bad Cop,12671300.0
the heroic trio collection,Executioners,0.0
swordsman collection,The Legend of the Swordsman,0.0
trilogã­a de la violencia de michael haneke,The Seventh Continent,0.0
vixens collection,Vixen!,6000000.0
jackass collection,Jackass Number Two,72778712.0
the land before time collection,The Land Before Time II: The Great Valley Adventure,0.0
open season collection,Open Season,197309027.0
texas chainsaw (reboot) collection,The Texas Chainsaw Massacre: The Beginning,0.0
the grudge collection,The Grudge 2,39143839.0
the marine collection,The Marine,22165608.0
feast collection,Feast,658573.0
clint eastwood's iwo jima collection,Flags of Our Fathers,65900249.0
azumi collection,Azumi 2: Death or Love,0.0
saw collection,Saw III,163876815.0
corto maltese,Corto Maltese in Siberia,0.0
the butterfly effect collection,The Butterfly Effect 2,0.0
the santa clause collection,The Santa Clause 3: The Escape Clause,84500122.0
james bond collection,Casino Royale,599045960.0
happy feet collection,Happy Feet,384335608.0
oss 117 collection,"OSS 117: Cairo, Nest of Spies",0.0
reeker collection,Reeker,0.0
national lampoonâ€™s van wilder collection,Van Wilder 2: The Rise of Taj,6086508.0
dracula (universal series),Dracula's Daughter,0.0
she collection,She,0.0
election collection,Election 2,0.0
rocky collection,Rocky Balboa,155721132.0
another gay movie collection,Another Gay Movie,745327.0
loose change collection,Loose Change: 2nd Edition,0.0
trilogy of life,The Decameron,0.0
clint eastwood's iwo jima collection,Letters from Iwo Jima,68673228.0
happily n'ever after collection,Happily N'Ever After,38085778.0
stomp the yard collection,Stomp the Yard,75511123.0
arthur and the invisibles collection,Arthur and the Invisibles,107944236.0
american pie (spin-off) collection,American Pie Presents: The Naked Mile,0.0
don camillo collection,The Return of Don Camillo,0.0
don camillo collection,Don Camillo,0.0
the orphic trilogy,Testament of Orpheus,0.0
the orphic trilogy,The Blood of a Poet,0.0
the up series,49 Up,238073.0
the up series,Seven Up!,0.0
the up series,7 Plus Seven,0.0
smokin' aces collection,Smokin' Aces,57103895.0
the messengers collection,The Messengers,1109660.0
the hannibal lecter anthology,Hannibal Rising,82169884.0
cocaine cowboys,Cocaine Cowboys,163000.0
anchorman collection,"Wake Up, Ron Burgundy: The Lost Movie",0.0
spl collection,SPL: Kill Zone,0.0
trailer park boys collection,Trailer Park Boys: The Movie,3833507.0
ghost rider collection,Ghost Rider,228738393.0
kidulthood collection,Kidulthood,165000.0
like mike collection,Like Mike 2: Streetball,0.0
the 36th chamber of shaolin collection,The 36th Chamber of Shaolin,0.0
billy jack collection,The Trial of Billy Jack,0.0
emil i lã¶nneberga,Emil in Lonneberga,0.0
trilogy of life,The Canterbury Tales,0.0
2001 maniacs collection,2001 Maniacs,0.0
teen wolf collection,Teen Wolf Too,0.0
pusher collection,Pusher III: I'm the Angel of Death,0.0
babylon 5 collection,Babylon 5: The Gathering,0.0
white noise collection,White Noise 2: The Light,0.0
atlantis collection,Atlantis: Milo's Return,0.0
the ultimate collection,The Ultimate Gift,0.0
300 collection,300,422610419.0
the hills have eyes (reboot) collection,The Hills Have Eyes 2,0.0
samurai trilogy,Love and Honor,0.0
the are we collection,Are We Done Yet?,0.0
vacancy collection,Vacancy,35300645.0
trilogã­a de la violencia de michael haneke,Benny's Video,0.0
mr. bean collection,Mr. Bean's Holiday,229736344.0
the condemned collection,The Condemned,8642858.0
spider-man collection,Spider-Man 3,890871626.0
the up series,21 Up,0.0
maniac cop collection,Maniac Cop,0.0
world of watches collection,Day Watch,38862717.0
this is england collection,This Is England,8176544.0
28 days/weeks later collection,28 Weeks Later,64238440.0
shrek collection,Shrek the Third,798958165.0
pirates of the caribbean collection,Pirates of the Caribbean: At World's End,961000000.0
the librarian collection,The Librarian: Return to King Solomon's Mines,0.0
the librarian collection,The Librarian: Quest for the Spear,0.0
henry fool collection,Fay Grim,0.0
ocean's collection,Ocean's Thirteen,311312624.0
godzilla (heisei) collection,Godzilla vs. Mothra,0.0
godzilla (heisei) collection,Godzilla vs. Destoroyah,0.0
godzilla (heisei) collection,Godzilla vs. King Ghidorah,0.0
hostel collection,Hostel: Part II,35619521.0
star crash collection,Starcrash,0.0
surf's up collection,Surf's Up,149044513.0
fantastic four collection,Fantastic 4: Rise of the Silver Surfer,289047763.0
grindhouse collection,Death Proof,25037897.0
bring it on collection,Bring It On: All or Nothing,0.0
goal! collection,Goal! II: Living the Dream,0.0
cheech & chong collection,Still Smokin,15543000.0
die hard collection,Live Free or Die Hard,383531464.0
almighty collection,Evan Almighty,173000000.0
transformers collection,Transformers,709709780.0
harry potter collection,Harry Potter and the Order of the Phoenix,938212738.0
arn collection,Arn: The Knight Templar,0.0
the bourne collection,The Bourne Ultimatum,442824138.0
if i were you collection,If I Were You,0.0
the bible collection,Abraham,0.0
brice collection,The Brice Man,0.0
rush hour collection,Rush Hour 3,258022233.0
daddy day camp collection,Daddy Day Camp,18197398.0
halloween (rob zombie series) collection,Halloween,80253908.0
2 days in... collection,2 Days in Paris,19776159.0
trilogã­a sollima,Face to Face,0.0
taxi collection,Taxi 4,0.0
grindhouse collection,Planet Terror,0.0
kevin smith: silent bob speaks!,An Evening with Kevin Smith,0.0
resident evil collection,Resident Evil: Extinction,148412065.0
elizabeth collection,Elizabeth: The Golden Age,74237563.0
sleuth collection,Sleuth,342835.0
30 days of night collection,30 Days of Night,75505973.0
why did i get married collection,Why Did I Get Married?,55184721.0
saw collection,Saw IV,139352633.0
the 36th chamber of shaolin collection,Return to the 36th Chamber,0.0
elite squad collection,Elite Squad,0.0
decoys collection,Decoys,0.0
living trilogy,"You, the Living",0.0
the man from earth collection,The Man from Earth,0.0
kevin smith: silent bob speaks!,An Evening with Kevin Smith 2: Evening Harder,0.0
hitman collection,Hitman,99965753.0
alvin and the chipmunks collection,Alvin and the Chipmunks,361366633.0
futurama collection,Futurama: Bender's Big Score,0.0
wrong turn collection,Wrong Turn 2: Dead End,0.0
design trilogy,Helvetica,0.0
inoshika ocho series,Sex and Fury,0.0
the hamiltons collection,The Hamiltons,0.0
national treasure collection,National Treasure: Book of Secrets,457363168.0
avp collection,Aliens vs Predator: Requiem,41797066.0
keinohrhasen filmreihe,Rabbit Without Ears,81303447.0
battlestar galactica (reboot) collection,Battlestar Galactica: Razor,0.0
[rec] collection,[REC],30448000.0
in the name of the king collection,In the Name of the King: A Dungeon Siege Tale,0.0
hatchet collection,Hatchet,0.0
one missed call collection,One Missed Call,0.0
rambo collection,Rambo,113244290.0
the eye collection,The Eye,56309766.0
hellboy collection,Hellboy II: The Golden Army,160388063.0
footsoldier collection,Rise of the Footsoldier,0.0
step up collection,Step Up 2: The Streets,150816700.0
living dead collection,Diary of the Dead,5364858.0
zeitgeist collection,Zeitgeist,0.0
anders matthesen,Terkel in Trouble,0.0
return of the living dead collection,Return of the Living Dead 3,54207.0
the dark knight collection,The Dark Knight,1004558444.0
the foreigner collection,Black Dawn,0.0
never back down collection,Never Back Down,41627431.0
godzilla (showa) collection,Terror of Mechagodzilla,0.0
zebraman collection,Zebraman,0.0
nim's island collection,Nim's Island,100076342.0
street kings collection,Street Kings,65569869.0
harold & kumar collection,Harold & Kumar Escape from Guantanamo Bay,43493123.0
outpost collection,Outpost,0.0
tarzan (johnny weissmuller series),Tarzan Escapes,0.0
tarzan (johnny weissmuller series),Tarzan Finds a Son!,0.0
tarzan (johnny weissmuller series),Tarzan's Secret Treasure,0.0
tarzan (johnny weissmuller series),Tarzan's New York Adventure,0.0
prom night collection,Prom Night,14796236.0
iron man collection,Iron Man,585174222.0
taken collection,Taken,226830568.0
stargate sg-1 collection,Stargate: The Ark of Truth,8900000.0
american pie (spin-off) collection,American Pie Presents: Beta House,0.0
the chronicles of narnia collection,The Chronicles of Narnia: Prince Caspian,419651413.0
indiana jones collection,Indiana Jones and the Kingdom of the Crystal Skull,786636033.0
sex and the city collection,Sex and the City,415252786.0
kung fu panda collection,Kung Fu Panda,631744560.0
flesh gordon collection,Flesh Gordon,0.0
wanted - collection,Wanted,258270008.0
ten minutes older... (collection),Ten Minutes Older: The Trumpet,0.0
st. trinian's collection,St. Trinian's,0.0
futurama collection,Futurama: The Beast with a Billion Backs,0.0
bambi collection,Bambi II,0.0
an american girl collection,Kit Kittredge: An American Girl,0.0
frosty the snowman collection,Frosty the Snowman,0.0
mamma mia! collection,Mamma Mia!,609841637.0
simon brenner collection,Silentium,0.0
journey collection,Journey to the Center of the Earth,101702060.0
per fly trilogien (samling),Manslaughter,0.0
per fly trilogien (samling),The Bench,0.0
death note collection,Death Note,27793200.0
space chimps collection,Space Chimps,63800345.0
stargate sg-1 collection,Stargate: Continuum,0.0
wargames collection,War Games: The Dead Code,0.0
the x-files collection,The X Files: I Want to Believe,68369434.0
the little mermaid collection,The Little Mermaid II: Return to the Sea,0.0
the discworld collection,The Colour of Magic,0.0
the discworld collection,Hogfather,0.0
the mummy collection,The Mummy: Tomb of the Dragon Emperor,401128639.0
red cliff collection,Red Cliff,127814609.0
the sisterhood of the traveling pants collection,The Sisterhood of the Traveling Pants 2,44352417.0
high school musical collection,High School Musical 2,7000000.0
