,title,production_companies,revenue
1691,Twilight,"['paramount pictures', 'scott rudin productions', 'cinehaus']",0.0
1692,U.S. Marshals,"['kopelson entertainment', 'warner bros.']",102367405.0
1693,Welcome to Woop Woop,"['wildgaze films', 'australian film finance corporation (affc)', 'unthank films', 'goldwyn entertainment company', 'scala productionss']",0.0
1694,Love and Death on Long Island,"['arts council of england', 'british broadcasting corporation (bbc)', 'british screen productions']",0.0
1695,Midaq Alley,"['alameda films', 'instituto mexicano de cinematografã\xada (imcine)', 'consejo nacional para la cultura y las artes (conaculta)']",0.0
1696,In God's Hands,"['tristar pictures', 'triumph films']",0.0
1697,Everest,"['macgillivray freeman films', 'imax', 'arcturus motion pictures', 'polartec']",76447420.0
1698,Hush,['tristar pictures'],0.0
1699,Suicide Kings,"['live entertainment', 'mediaworks', 'dinamo entertainment']",0.0
1700,The Man in the Iron Mask,['united artists corporation'],0.0
1701,The Newton Boys,"['twentieth century fox film corporation', 'detour filmproduction']",76000000.0
1702,Wild Things,['mandalay entertainment'],67200000.0
1703,Paulie,"['dreamworks skg', 'mutual film company']",0.0
1704,"A Cool, Dry Place","['fox 2000 pictures', 'jacobs/mutrux']",0.0
1705,Fireworks,"['bandai visual company', 'office kitano', 'tv tokyo', 'tokyo fm broadcasting co.']",0.0
1706,Primary Colors,"['universal pictures', 'mutual film company']",0.0
1707,"Niagara, Niagara",['shooting gallery'],168462.0
1708,Wide Awake,"['miramax films', 'woods entertainment']",0.0
1709,A Price Above Rubies,['miramax films'],1081957.0
1710,Eden,"['front street pictures', 'bmg independents', 'edenstreet productions']",0.0
1711,Two Girls and a Guy,['fox searchlight pictures'],2057193.0
1712,No Looking Back,"['wildwood enterprises', 'polygram filmed entertainment', 'good machine', 'marlboro road gang productions']",0.0
1713,Storefront Hitchcock,,0.0
1714,The Proposition,"['polygram filmed entertainment', 'interscope communications']",0.0
1715,The Object of My Affection,['twentieth century fox film corporation'],46905889.0
1716,Meet the Deedles,['walt disney pictures'],4562146.0
1717,Homegrown,,271375.0
1718,The Players Club,['new line cinema'],0.0
1719,Barney's Great Adventure,"['polygram filmed entertainment', 'lyrick studios']",0.0
1720,The Big One,"['british broadcasting corporation (bbc)', 'dog eat dog films', 'mayfair entertainment international']",720074.0
1721,Chinese Box,"['canal plus', 'trimark pictures']",0.0
1722,Lost in Space,"['new line cinema', 'irwin allen productions', 'prelude pictures', 'saltire entertainment']",136159423.0
1723,Heaven's Burning,['duo art productions'],0.0
1724,Mercury Rising,"['imagine entertainment', 'universal pictures']",0.0
1725,The Spanish Prisoner,"['jean doumanian productions', 'sweetland films', 'magnolia films', 'jasmine productions inc.']",13835130.0
1726,City of Angels,"['atlas entertainment', 'regency enterprises', 'monarchy enterprises b.v.', 'warner bros.', 'taurus film']",198685114.0
1727,The Last Days of Disco,"['castle rock entertainment', 'polygram filmed entertainment', 'westerly films']",0.0
1728,The Odd Couple II,['paramount pictures'],0.0
1729,My Giant,"['columbia pictures', 'castle rock entertainment']",7985929.0
1730,He Got Game,"['40 acres & a mule filmworks', 'touchstone pictures']",21567853.0
1731,The Gingerbread Man,"['island pictures', 'enchanter entertainment']",0.0
1732,Illtown,,0.0
1733,Slappy and the Stinkers,['tristar pictures'],0.0
1734,Live Flesh,"['el deseo', 'france 3 cinã©ma', 'ciby 2000']",1535558.0
1735,Zero Effect,"['castle rock entertainment', 'columbia pictures corporation', 'manifest film company']",1980338.0
1736,Nil by Mouth,['se8 group'],0.0
1737,Ratchet,,0.0
1738,The Borrowers,"['working title films', 'polygram filmed entertainment']",0.0
1739,Prince Valiant,"['constantin film produktion', 'babelsberg film', 'celtridge']",0.0
1740,"I Love You, Don't Touch Me!",,0.0
1741,Leather Jacket Love Story,"['here studios', 'leather jacket productions', 'goldeco pictures']",0.0
1742,Love Walked In,,0.0
1743,"An Alan Smithee Film: Burn, Hollywood, Burn","['hollywood pictures', 'cinergi pictures entertainment']",45779.0
1744,Kissing a Fool,['universal pictures'],0.0
1745,Krippendorf's Tribe,['touchstone pictures'],0.0
1746,Kurt & Courtney,['strength ltd.'],0.0
1747,The Real Blonde,['lakeshore entertainment'],0.0
1748,Mr. Nice Guy,['golden harvest company'],18814720.0
1749,Taste of Cherry,['abbas kiarostami productions'],0.0
1750,Character,"['first floor features', 'almerica films']",0.0
1751,Junk Mail,,0.0
1752,Species II,['metro-goldwyn-mayer (mgm)'],19165560.0
1753,Major League: Back to the Minors,"['warner bros.', 'morgan creek productions']",3572443.0
1754,Sour Grapes,['castle rock entertainment'],0.0
1755,Wild Man Blues,['cabin creek films'],425788.0
1756,The Big Hit,['tristar pictures'],27007143.0
1757,Tarzan and the Lost City,"['village roadshow pictures', 'dieter geissler filmproduktion', 'film afrika worldwide', 'clipsal films', 'alta vista']",0.0
1758,Black Dog,['universal pictures'],0.0
1759,"Dancer, Texas Pop. 81","['hsx films', 'chase productions']",565592.0
1760,A Friend of the Deceased,"['centre national de la cinã©matographie (cnc)', 'compagnie des films', 'compagnie est-ouest']",0.0
1761,Go Now,"['polygram filmed entertainment', 'bbc']",0.0
1762,Les MisÃ©rables,['columbia pictures'],14096321.0
1763,Still Breathing,,0.0
1764,Clockwatchers,,0.0
1765,Deep Impact,"['paramount pictures', 'dreamworks skg', 'zanuck/brown productions', 'manhattan project']",140464664.0
1766,Little Men,,0.0
1767,Woo,"['new line cinema', 'new deal productions', 'gotham entertainment group']",8026971.0
1768,The Hanging Garden,,0.0
1769,Lawn Dogs,"['the rank organisation', 'toledo pictures']",0.0
1770,Quest for Camelot,['warner bros.'],38172500.0
1771,Godzilla,"['tristar pictures', 'centropolis film productions', 'toho company', 'independent pictures (ii)', 'fried films']",379014294.0
1772,Bulworth,['twentieth century fox film corporation'],29202884.0
1773,Fear and Loathing in Las Vegas,"['universal pictures', 'summit entertainment', 'rhino films', 'fear and loathing llc', 'shark productions']",10680275.0
1774,The Opposite of Sex,,5879254.0
1775,I Got the Hook Up,"['dimension films', 'no limit films']",0.0
1776,Almost Heroes,"['dinovi pictures', 'turner pictures (i)']",0.0
1777,Hope Floats,"['twentieth century fox film corporation', 'fortis films']",0.0
1778,Insomnia,"['norsk film', 'nordic screen production as', 'norsk filminstitutt']",0.0
1779,Little Boy Blue,,0.0
1780,The Ugly,"['new zealand film commission', 'essential films']",0.0
1781,A Perfect Murder,"['kopelson entertainment', 'warner bros.']",128038368.0
1782,Beyond Silence,"['roxy film', 'bayerischer rundfunk']",0.0
1783,Six Days Seven Nights,"['caravan pictures', 'roger birnbaum productions', 'northern lights entertainment', 'touchstone pictures']",164000000.0
1784,Can't Hardly Wait,['columbia pictures'],25605015.0
1785,Cousin Bette,,0.0
1786,High Art,"['october films', 'antidote films (i)', '391 productions']",1929168.0
1787,The Land Girls,"['channel four films', 'intermedia films', 'greenpoint films']",0.0
1788,Passion in the Desert,"['fine line features', 'roland-film']",0.0
1789,Children of Heaven,['the institute for the intellectual development of children & young adults'],900000.0
1790,Dear Jesse,,0.0
1791,Dream for an Insomniac,['tritone productions'],24.0
1792,Hav Plenty,,0.0
1793,Henry Fool,"['shooting gallery', 'true fiction pictures']",1334786.0
1794,Marie from the Bay of Angels,,0.0
1795,Mr. Jealousy,['joel castleberg productions'],0.0
1796,Mulan,"['walt disney pictures', 'walt disney feature animation']",304320254.0
1797,Resurrection Man,['revolution films'],0.0
1798,The X Files,"['twentieth century fox film corporation', 'ten thirteen productions']",189198313.0
1799,I Went Down,"['shooting gallery', 'bã³rd scannã¡n na hã‰ireann', 'british broadcasting corporation (bbc)', 'treasure entertainment', 'radio telefã\xads ã‰ireann (rtã‰)', 'easkel media']",0.0
1800,Doctor Dolittle,"['twentieth century fox film corporation', 'joseph m. singer entertainment', 'davis entertainment']",294456605.0
1801,Out of Sight,"['universal pictures', 'jersey films']",77745568.0
1802,Picnic at Hanging Rock,"['the australian film commission', 'mcelroy & mcelroy', 'picnic productions pty. ltd.', 'british empire films australia']",0.0
1803,Smoke Signals,"['miramax films', 'shadowcatcher entertainment']",0.0
1804,Voyage to the Beginning of the World,,0.0
1805,Buffalo '66,,2375097.0
1806,Armageddon,"['jerry bruckheimer films', 'touchstone pictures', 'valhalla motion pictures']",553799566.0
1807,Lethal Weapon 4,"['silver pictures', 'donner/shuler-donner productions', 'warner bros.']",285444603.0
1808,Madeline,['tristar pictures'],0.0
1809,Small Soldiers,"['universal pictures', 'amblin entertainment', 'dreamworks pictures']",54682547.0
1810,Pi,"['truth and soul pictures inc', 'protozoa pictures', 'harvest filmworks', 'plantain films']",3221152.0
1811,Whatever,"['circle films', 'duart', 'anyway productions']",0.0
1812,There's Something About Mary,['twentieth century fox film corporation'],369884651.0
1813,Plan 9 from Outer Space,['reynolds pictures'],0.0
1814,Wings,['paramount famous lasky corporation'],0.0
1815,The Broadway Melody,['metro-goldwyn-mayer (mgm)'],4358000.0
1816,All Quiet on the Western Front,['universal pictures'],0.0
1817,Cimarron,['rko radio pictures'],0.0
1818,Grand Hotel,['metro-goldwyn-mayer (mgm)'],2594000.0
1819,Cavalcade,['fox film corporation'],7630000.0
1820,Mutiny on the Bounty,['metro-goldwyn-mayer (mgm)'],4460000.0
1821,The Great Ziegfeld,['metro-goldwyn-mayer (mgm)'],0.0
1822,The Life of Emile Zola,['warner bros.'],0.0
1823,You Can't Take It With You,['columbia pictures'],7433101.0
1824,How Green Was My Valley,['twentieth century fox film corporation'],6000000.0
1825,Mrs. Miniver,['metro-goldwyn-mayer (mgm)'],13500000.0
1826,Going My Way,['paramount pictures'],16300000.0
1827,The Lost Weekend,['paramount'],11000000.0
1828,The Best Years of Our Lives,"['samuel goldwyn company, the']",23650000.0
1829,Gentleman's Agreement,['twentieth century fox film corporation'],7800000.0
1830,Hamlet,['two cities films'],0.0
1831,All the King's Men,['columbia pictures corporation'],0.0
1832,The Greatest Show on Earth,['paramount pictures'],36000000.0
1833,From Here to Eternity,['columbia pictures corporation'],30500000.0
1834,On the Waterfront,"['columbia pictures', 'horizon pictures']",9600000.0
1835,Marty,"['united artists', 'hecht-lancaster productions']",3000000.0
1836,West Side Story,"['united artists', 'seven arts', 'mirisch pictures']",43656822.0
1837,Tom Jones,['woodfall film productions'],37600000.0
1838,A Man for All Seasons,"['columbia pictures corporation', 'highland films']",28350000.0
1839,In the Heat of the Night,"['united artists', 'mirisch corporation, the']",27379978.0
1840,Oliver!,"['columbia pictures corporation', 'warwick film productions', 'romulus films']",37402877.0
1841,Midnight Cowboy,"['united artists', 'florin productions', 'jerome hellman productions']",44785053.0
1842,The French Connection,"['twentieth century fox film corporation', ""d'antoni productions"", 'schine-moore productions']",41158757.0
1843,Rocky,['united artists'],117235147.0
1844,Kramer vs. Kramer,['columbia pictures'],106260000.0
1845,Ordinary People,"['paramount pictures', 'wildwood enterprises']",0.0
1846,Chariots of Fire,"['twentieth century fox film corporation', 'warner bros.', 'enigma productions', 'the ladd company', 'allied stars, ltd.']",58972904.0
1847,Terms of Endearment,['paramount pictures'],0.0
1848,Out of Africa,"['universal pictures', 'mirage entertainment']",128499205.0
1849,The Last Emperor,"['columbia pictures', 'hemdale film corporation', 'recorded pictures company', 'soprofilms', 'tao film', 'yanco']",43984230.0
1850,Rain Man,"['united artists', 'star partners ii ltd.']",412800000.0
1851,Driving Miss Daisy,"['the zanuck company', 'majestic films international', 'warner bros.']",145793296.0
1852,Take the Money and Run,"['palomar pictures', 'american broadcasting company (abc)']",0.0
1853,Klute,"['gus productions', 'warner bros.']",0.0
1854,Repo Man,['edge city'],2300000.0
1855,Metropolitan,['allagash films'],0.0
1856,Labyrinth,"['lucasfilm', 'tristar pictures', 'jim henson company, the', 'henson associates (ha)']",12729917.0
1857,The Breakfast Club,"['universal pictures', 'channel productions', 'a&m films']",51525171.0
1858,A Nightmare on Elm Street Part 2: Freddy's Revenge,"['new line cinema', 'smart egg pictures']",29999213.0
1859,A Nightmare on Elm Street 3: Dream Warriors,"['new line cinema', 'smart egg pictures']",44793222.0
1860,A Nightmare on Elm Street 4: The Dream Master,['new line cinema'],72500000.0
1861,A Nightmare on Elm Street 5: The Dream Child,['new line cinema'],22168359.0
1862,Freddy's Dead: The Final Nightmare,['new line cinema'],34872033.0
1863,Friday the 13th,"['paramount pictures', 'georgetown productions inc.', 'sean s. cunningham films']",59754601.0
1864,Friday the 13th Part 2,"['paramount pictures', 'georgetown productions, inc.']",21722776.0
1865,Friday the 13th Part III,"['paramount pictures', 'jason productions']",36690067.0
1866,Friday the 13th: The Final Chapter,"['paramount pictures', 'friday four, inc.']",32980880.0
1867,Friday the 13th: A New Beginning,"['paramount pictures', 'georgetown productions inc.']",21930418.0
1868,Friday the 13th Part VI: Jason Lives,['paramount pictures'],19472057.0
1869,Friday the 13th Part VII: The New Blood,['paramount pictures'],19170001.0
1870,Friday the 13th Part VIII: Jason Takes Manhattan,"['paramount pictures', 'sean s. cunningham films', 'horror inc.']",14000000.0
1871,Halloween,"['compass international pictures', 'falcon international productions']",70000000.0
1872,Halloween II,['universal pictures'],25533818.0
1873,Halloween III: Season of the Witch,['universal pictures'],14400000.0
1874,Halloween 4: The Return of Michael Myers,['dimension films'],17768757.0
1875,Halloween 5: The Revenge of Michael Myers,['trans pacific films'],11642254.0
1876,Prom Night,"['guardian trust company', 'simcom limited', 'prom night productions']",14796236.0
1877,Hello Mary Lou: Prom Night II,"['simcom limited', 'allarcom limited', 'british columbia television', 'cfcn communications', 'tba film']",2683519.0
1878,Prom Night III: The Last Kiss,"['norstar entertainment', 'famous players', 'comweb productions']",0.0
1879,Prom Night IV: Deliver Us from Evil,['norstar entertainment'],0.0
1880,Child's Play,['united artists'],44196684.0
1881,Child's Play 2,['universal pictures'],35763605.0
1882,Child's Play 3,['universal pictures'],20560255.0
1883,Poltergeist,"['slm production group', 'metro-goldwyn-mayer (mgm)']",122200000.0
1884,Poltergeist II: The Other Side,['metro-goldwyn-mayer (mgm)'],40996665.0
1885,Poltergeist III,['metro-goldwyn-mayer (mgm)'],14144000.0
1886,The Exorcist,"['warner bros.', 'hoya productions']",441306145.0
